م	Collective File Name	Context	Ambigous
719	000-4 Generalities	* جمهرة أنساب العرب لابن حزم	['حزم']
721	000-4 Generalities	يتم تجزئة المهمة إلى مجموعة من حزم العمل.	['حزم']
5535	300-4 Social Sciences	«أبوظبي لتطوير الغاز» تستعد لترسية 4 حزم مناقصات خلال أبريل	['حزم']
5537	300-4 Social Sciences	الأسر بدأت حزم الأمتعة استعدادا للسفر	['حزم']
5539	300-4 Social Sciences	الحضور العائلي « وقود » حركة المهرجان ويضاعف حزم الفعاليات	['حزم']
5541	300-4 Social Sciences	المالية" تبدأ التنسيق مع السعودية لتنفيذ باقى حزم دعم الاقتصاد	['حزم']
5543	300-4 Social Sciences	مدير أمن بورسعيد: سنتصدى للبلطجية بكل حزم لحماية الشرفاء	['حزم']
723	000-4 Generalities	*الأوقات المذكورة حسب توقيت برازيليا ()	['حسب']
725	000-4 Generalities	[تصنيف: الاعتراف القانوني بالعلاقات المثلية حسب البلد]	['حسب']
727	000-4 Generalities	[تصنيف: الكلاسيكية الجديدة حسب النوع الفني]	['حسب']
729	000-4 Generalities	[تصنيف: أدوية أساسية حسب منظمة الصحة العالمية]	['حسب']
731	000-4 Generalities	[تصنيف: ألعاب تقطيع وذبح حسب السلسلة]	['حسب']
733	000-4 Generalities	[تصنيف: ألعاب فيديو حسب موقع الأحداث في أفريقيا]	['حسب']
735	000-4 Generalities	[تصنيف: تاريخ السعودية الحديث حسب الموضوع]	['حسب']
737	000-4 Generalities	[تصنيف: جائحة فيروس كورونا حسب البلد والإقليم]	['حسب']
739	000-4 Generalities	[تصنيف: حوادث طيران حسب شركة الطيران]	['حسب']
741	000-4 Generalities	[تصنيف: عسكرية السعودية حسب الخدمة المنظمة|6]	['حسب']
743	000-4 Generalities	[تصنيف: عمارة بريطانية حسب الفترة أو الشكل]	['حسب']
745	000-4 Generalities	[تصنيف: قوائم الجامعات والكليات حسب البلد|*]	['حسب']
747	000-4 Generalities	[تصنيف: قوائم أشخاص حسب سبب الوفاة]	['حسب']
749	000-4 Generalities	[تصنيف: قوائم كيانات إقليمية إدارية حسب اللغة]	['حسب']
751	000-4 Generalities	[تصنيف: لبنان في الألعاب الأولمبية الشتوية حسب السنة]	['حسب']
753	000-4 Generalities	[تصنيف: مسابقة يوروفيجن للأغاني حسب السنة]	['حسب']
755	000-4 Generalities	[تصنيف: منافسات كرة يد حسب البلد]	['حسب']
757	000-4 Generalities	[تصنيف: منظمات مصنفة على أنها إرهابية حسب الجمهورية العربية السورية]	['حسب']
759	000-4 Generalities	[تصنيف: منظمات مصنفة على أنها إرهابية حسب تركيا]	['حسب']
761	000-4 Generalities	[تصنيف: وسائل الإعلام حسب لغة روسيا]	['حسب']
763	000-4 Generalities	‹-› محاسبة القيمة حسب السوق	['حسب']
765	000-4 Generalities	•بعدها تقطع هذه اللفة الضخمة من الورق على حسب الاستخدام.	['حسب']
767	000-4 Generalities	1- حسب طريقة الرش (رذاذ وضباب).	['حسب']
769	000-4 Generalities	1) التصنيف حسب نوع الخدمة: 	['حسب']
771	000-4 Generalities	11 الفريضة يوجد بها ثلاث فتحات للتنشين حسب المسافة المطلوبة	['حسب']
773	000-4 Generalities	13 حلقة حسب الترتيب التالي: 	['حسب']
775	000-4 Generalities	2- إيجاد الخبرات والوظائف المطلوبة في مجالات مختلفة حسب اهتماماتهم.	['حسب']
777	000-4 Generalities	2- تقارير - حسب الحاجة - عن موضوعات معينة.	['حسب']
779	000-4 Generalities	2- حسب طريقة العمل: (ثابتة، نصف متحركة ومتحركة، نقالة).	['حسب']
781	000-4 Generalities	2018 صنفت ضمن أعلى 100 سيدة أعمال حسب فوربس الصينية	['حسب']
783	000-4 Generalities	25/8/ حسب تقرير المراقب العام لقیادة القیروان بتاريخ 1934	['حسب']
785	000-4 Generalities	3- حالات القذف العكسي تعالج كذلك حسب سببها ويمكن: 	['حسب']
787	000-4 Generalities	3.282% (حسب تقديرات عام 2011.)	['حسب']
789	000-4 Generalities	احتجاجات مناهضة للميدان حسب التاريخ.	['حسب']
791	000-4 Generalities	اختلافات طول النهار حسب دوائر الطول والفصول.	['حسب']
793	000-4 Generalities	استخدام الأحزاب للوسطية حسب الدولة.	['حسب']
795	000-4 Generalities	استملك آل خليفة أراضي البحرين حسب النظام الإقطاعي وفرضوا الضرائب.	['حسب']
797	000-4 Generalities	اعتقلتالولايات المتحدةحسب التقارير الرسمية تسعة	['حسب']
799	000-4 Generalities	الاستثمار العقاري للأراضي حسب الدولة.	['حسب']
801	000-4 Generalities	الاستطلاع، النقل الخفيف، مضادة للدروع "حسب النسخ".	['حسب']
803	000-4 Generalities	الإحصائية formula_5 موزعة حسب توزيع خي-تربيع بدرجتي (2) حرية.	['حسب']
805	000-4 Generalities	الإسلام في السودان حسب العرق.	['حسب']
807	000-4 Generalities	الإصدارات المنسوخة من دي في دي ومنصات العرض حسب الطلب.	['حسب']
809	000-4 Generalities	الإيرادات التشغيلية الأخرى: تكون حسب نوع نشاط المنشأة.	['حسب']
811	000-4 Generalities	الأحجام القياسية حسب الحجم الداخلي.	['حسب']
813	000-4 Generalities	الجامعات هي: حسب الترتيب الابجدي: 	['حسب']
815	000-4 Generalities	القدرة على الالتزام بالمعايير تختلف حسب مواد وأساليب التركيب.	['حسب']
817	000-4 Generalities	أنواع طائرات سلاح الجو الأمريكي حسب السنة	['حسب']
819	000-4 Generalities	ترتيب الأحياء حسب قربها من المركز	['حسب']
821	000-4 Generalities	تنقسم المجمعات الشمسية حسب وسط التسخين إلى: 	['حسب']
823	000-4 Generalities	حسب نموذج الإنترنت، يعمل البروتوكول في طبقة الإنترنت.	['حسب']
825	000-4 Generalities	ضبط احتياجات البلدية من المستخدمين حسب مخطط التوظف السنوي	['حسب']
827	000-4 Generalities	محطة إرصاد جوي حسب مواصفات منظمة الطيران العالمية.	['حسب']
829	000-4 Generalities	ملح وفلفل، حسب الذوق	['حسب']
831	000-4 Generalities	ويمكن تصنيف المقذوفات حسب حجمها: 	['حسب']
5545	300-4 Social Sciences	«رولز رويس» توسع خدمات برنامج التصميم حسب المواصفات الشخصية	['حسب']
5547	300-4 Social Sciences	اختاري ملابسك حسب شكل جسمك !!	['حسب']
5549	300-4 Social Sciences	استعداد شركات الأدوية لإنتاج لقاحات حسب الطلب	['حسب']
5551	300-4 Social Sciences	اعتنقت المسيحية لكنها لم تفرط في ميراثها حسب الشريعة الإسلامية	['حسب']
5553	300-4 Social Sciences	الديون المتراكمة من قبل الادارات السابقة حسب البيان المرفق.	['حسب']
5555	300-4 Social Sciences	الصحة" تقرر إعادة توزيع طبيبات تكليف الأسنان حسب مقر إقامتهن	['حسب']
5557	300-4 Social Sciences	إداري الأهلي يغالط نفسه وغيرنا وجهة السيارة حسب طلبه	['حسب']
5559	300-4 Social Sciences	تضاف المكسرات حسب الرغبة.	['حسب']
5561	300-4 Social Sciences	فقط حسب وصول المادة	['حسب']
5563	300-4 Social Sciences	نسمة تي في" تتاجر بالقضية الفلسطينية حسب الأجندة "الإسرائيلية"	['حسب']
3431	200-2 Religion _ A	اعلم أن الجزاء بالمرصاد إن كانت حسنة أو كانت سيئة.	['حسنة']
5565	300-4 Social Sciences	«الخارجية»: معاملة حسنة لـ«المحتجزين» فى الإمارات	['حسنة']
5567	300-4 Social Sciences	المعتوق: العلماء والباحثون قدوة حسنة لشباب الكويت	['حسنة']
5569	300-4 Social Sciences	إبراهيم حسن: سأذهب لاتحاد الكرة بنوايا حسنة	['حسنة']
11417	800-2 Literature & rhetoric _ A	القرنبي في عين أمها حسنة.	['حسنة']
11705	900-2 Geography & history _ A	الديدان: مدينة حسنة كانت في طريق البلقاء من الحجاز خربت.	['حسنة']
11935	900-3 Geography & history _ A	آثارا حسنة وأفعالا جميلة رحمه الله	['حسنة']
833	000-4 Generalities	107. حصن عقبة، شبه الجزيرة العربية البتراء.	['حصن']
835	000-4 Generalities	1794 - حصن هواسونغ في سوون، كوريا.	['حصن']
837	000-4 Generalities	3- حصن جبل رهيد (رهيج): 	['حصن']
839	000-4 Generalities	الاستيلاء على حصن إليان دونان.	['حصن']
5571	300-4 Social Sciences	«الوطني»: الوحدة الوطنية حصن الوطن من الانزلاق نحو الفتنة	['حصن']
5573	300-4 Social Sciences	استقالة "ليبي" تهز حصن المحافظين الجدد في الولايات المتحدة	['حصن']
5575	300-4 Social Sciences	الأمطار تتسبب في انهيار حصن أثري وكوبري في رجال ألمع	['حصن']
5577	300-4 Social Sciences	العقدة: الإصلاح المصرفى حصن اقتصادنا من الأزمة العالمية	['حصن']
5579	300-4 Social Sciences	إليزي: دراسة لترميم حصن (بولونياك)	['حصن']
5581	300-4 Social Sciences	جبال قنديل".. حصن طبيعي للأكراد	['حصن']
11707	900-2 Geography & history _ A	الجماهرية: حصن قرب جبلة من سواحل الشام وجماهر الشىء معظمه.	['حصن']
11709	900-2 Geography & history _ A	الساقة: حصن باليمن من حصون أبين.	['حصن']
11711	900-2 Geography & history _ A	الشذف: بالتحريك. حصن من حصون الخال باليمن قريب من الجند.	['حصن']
11713	900-2 Geography & history _ A	الطوبان: حصن من أعمال حمص أو حماة.	['حصن']
11715	900-2 Geography & history _ A	الظفير: حصن أيضا باليمن لابن حجاج.	['حصن']
11717	900-2 Geography & history _ A	اللكمة: حصن بالساحل قرب عرقة والله أعلم.	['حصن']
11719	900-2 Geography & history _ A	المنيطرة: مصغر بالطاء مهملة: حصن بالشام قريب من طرابلس.	['حصن']
11937	900-3 Geography & history _ A	الحال منها حصن القصير في شرقي قرطبة على النهر.	['حصن']
11939	900-3 Geography & history _ A	الظاهري ، نائب حصن الأكراد .	['حصن']
11941	900-3 Geography & history _ A	وعلى صاحب حصن كيفا بخمسين ألف دينار.	['حصن']
841	000-4 Generalities	حصيلة ثقيلة لضحايا العنف الأمني: 	['حصيلة']
5583	300-4 Social Sciences	«البافاري» يتطلع للقب الخامس و«البلوز» يرفع حصيلة الإنجليز	['حصيلة']
5585	300-4 Social Sciences	1944 قتيلا حصيلة ضحايا زلزال الصين	['حصيلة']
5587	300-4 Social Sciences	59 ألف حصيلة قتلى عامين من النزاع في سوريا	['حصيلة']
5589	300-4 Social Sciences	CNNArabic.com - 10 قتلى و37 جريحا حصيلة انفجارات متفرقة بالعراق	['حصيلة']
5591	300-4 Social Sciences	اختلف مع شركائه على حصيلة المخدرات فقاموا بقتله	['حصيلة']
5593	300-4 Social Sciences	ارتفاع حصيلة ضحايا زلزال ميانمار إلى 9 قتلى	['حصيلة']
5595	300-4 Social Sciences	الإسعاف": 13 مصابا وحالة وفاة حصيلة مصابى المليونية بالقاهرة والغربية	['حصيلة']
5597	300-4 Social Sciences	الإسكان": ارتفاع حصيلة حاجزى قرعة الأراضى إلى 27 ألف مواطن	['حصيلة']
5599	300-4 Social Sciences	التنسيق السورية": 62 شهيدا حصيلة قتلى الخميس برصاص الأسد	['حصيلة']
5601	300-4 Social Sciences	الدفاع اليمنية": حصيلة ضحايا الطائرة المنكوبة 33 قتيلا وجريحا	['حصيلة']
5603	300-4 Social Sciences	الصحة": 103 مصابين حصيلة اشتباكات الزاوية الحمراء	['حصيلة']
5605	300-4 Social Sciences	الصحة": 2 مصابين حصيلة اشتباكات ماسبيرو	['حصيلة']
5607	300-4 Social Sciences	الصحة": 3 مصابين حصيلة اشتباكات ماسبيرو	['حصيلة']
5609	300-4 Social Sciences	الصحة": 44 مصابا حصيلة اشتباكات محمد محمود ولا وفيات	['حصيلة']
5611	300-4 Social Sciences	الصحة": 57 مصابا حصيلة اشتباكات السفارة الأمريكية بالأمس	['حصيلة']
5613	300-4 Social Sciences	الصحة": 7 إصابات حصيلة الاشتباكات أمام منزل الرئيس بـ"الشرقية"	['حصيلة']
5615	300-4 Social Sciences	الصحة": 71 مصابا حصيلة الاشتباكات أمام مجلس الشعب	['حصيلة']
5617	300-4 Social Sciences	الصناعة": تحويل حصيلة الصادرات للعملة الأجنبية لا يقيد المصدرين	['حصيلة']
5619	300-4 Social Sciences	المالية": 1.4 مليار جنيه حصيلة بيع أذون الخزانة اليوم	['حصيلة']
5621	300-4 Social Sciences	المالية": 3.250 مليار جنيه حصيلة بيع أذون خزانة بمزاد اليوم	['حصيلة']
5623	300-4 Social Sciences	المالية": 640 مليون يورو حصيلة طرح أذون خزانة باليورو	['حصيلة']
5625	300-4 Social Sciences	الهيئات النسائية" تعرض حصيلة مؤتمر اسطنبول	['حصيلة']
5627	300-4 Social Sciences	إحنا الوطن" تؤرخ للثورة و250 حالة إغماء حصيلة اليوم	['حصيلة']
5629	300-4 Social Sciences	حصيلة متضاربة لقتلى هجوم بهلمند	['حصيلة']
3515	200-3 Religion _ A	وقوله تعالى يسألونك كأنك حفي عنها أي يسألونك عنها كأنك	['حفي']
5631	300-4 Social Sciences	ويصطفيه - حفي البدر - بالكتب	['حفي']
11099	400-2 Language _ A	وأنا قفي به: أي حفي.	['حفي']
11101	400-2 Language _ A	ونقب الخف نقبا: تخرق، وقيل: حفي.	['حفي']
843	000-4 Generalities	[تصنيف: دول أعضاء في حلف شمال الأطلسي]	['حلف']
845	000-4 Generalities	العلاقات مع منظمة حلف شمال الأطلسي والدول الأعضاء فيها.	['حلف']
847	000-4 Generalities	تدعى حلف الفضول للحقوق والحريات	['حلف']
5633	300-4 Social Sciences	«الهجمات الغادرة» تدق ناقوس الخطر لدى حلف الأطلسي في أفغانستان	['حلف']
5635	300-4 Social Sciences	اختيار رئيس وزراء النرويج السابق لمنصب أمين عام حلف (الناتو)	['حلف']
5637	300-4 Social Sciences	الجيش الحر" يطالب بتشكيل حلف عسكرى خارج مجلس الأمن	['حلف']
5639	300-4 Social Sciences	السادات يطالب رئيس مجلس الشعب بمنع نواب عن حلف اليمين	['حلف']
11419	800-2 Literature & rhetoric _ A	1104 - حلف بالسماء والطارق	['حلف']
849	000-4 Generalities	الباب السابع: في حلق رأسه والتصدق بزنة شعره.	['حلق']
3323	200-1 Religion _ A	باب الرخصة فى حلق الرأس.	['حلق']
5641	300-4 Social Sciences	(الاجتماعية) تستأنف حلق تحفيظ القرآن بالدمام	['حلق']
5643	300-4 Social Sciences	استندنا للأنظمة في شرط حلق الشعر!	['حلق']
5645	300-4 Social Sciences	الطيران ذاتيا حلم يراود البشرية منذ الخليقة حلق بأجنحتك المعدنية	['حلق']
5647	300-4 Social Sciences	إسرائيل تسقط جسما طائرا حلق قرب مفاعلها النووي	['حلق']
5649	300-4 Social Sciences	حلق شاربه هربا من الشرطة	['حلق']
5651	300-4 Social Sciences	اسرائيل تفرج عن حاخام حلل قتل غير اليهود	['حلل']
5653	300-4 Social Sciences	العاصمة المقدسة ترتدي حلل الزينة الضوئية	['حلل']
11943	900-3 Geography & history _ A	أين الوصائف كالغزلان رائحة؟ * يسحبن من حلل موشية جددا	['حلل']
851	000-4 Generalities	2- بقع حمر أو طفح تظهر بسرعة في الشمس.	['حمر']
853	000-4 Generalities	ستبكيك منهم عصبة هاشمية::: بسمر القنا والبيض أدمعها حمر	['حمر']
3433	200-2 Religion _ A	كأنهم حمر مستنفرة }	['حمر']
5655	300-4 Social Sciences	«14 آذار»: الجيش والسلم الأهلي والفتنة خطوط حمر	['حمر']
5657	300-4 Social Sciences	اسرائيل تعتبر القدس والحدود واللاجئين خطوطا حمر لا تقبل المساومة	['حمر']
5659	300-4 Social Sciences	روسيا: كوسوفو والدرع الصاروخية الأميركية خطوط حمر	['حمر']
5661	300-4 Social Sciences	ليبيا: خطوط حمر.. وبرنامج أخضر	['حمر']
5663	300-4 Social Sciences	هنود حمر يتحولون إلى الإسلام	['حمر']
11277	400-3 Language _ A	الحندم كجعفر: شجر حمر العروق واحدته: بهاء وعلم	['حمر']
11323	500-600-2 Mathematics, Natural & Applied Sciences _ A	متى سحق الترمس بماء وطليت به الحواجب حمر .	['حمر']
11421	800-2 Literature & rhetoric _ A	وأبيض في حمر الثياب كأنه	['حمر']
11721	900-2 Geography & history _ A	العروق: جمع عرق. تلال حمر قرب سجا.	['حمر']
5665	300-4 Social Sciences	CNNArabic.com - حملة أمريكية لمقاطعة الويسكي الاسكتلندي بسبب المقرحي	['حملة']
5667	300-4 Social Sciences	اتساع المشاركة الشعبية في حملة النظافة	['حملة']
5669	300-4 Social Sciences	الإسعاف الشعبي" تشارك في حملة التلقيح	['حملة']
5671	300-4 Social Sciences	التجارى الدولى" يطلق حملة لتشجيع الدفع الالكترونى	['حملة']
5673	300-4 Social Sciences	التجمع" يشن حملة ضد قانون التأمين الصحى الجديد	['حملة']
5675	300-4 Social Sciences	الجبهة" ينظم حملة لوقف بيع مصر	['حملة']
5677	300-4 Social Sciences	السادات" يقود حملة ضد بيع الغاز لإسرائيل	['حملة']
5679	300-4 Social Sciences	الصحة" تشن حملة على معامل التحاليل بالمحافظات	['حملة']
5681	300-4 Social Sciences	الطريق" حملة جديدة لوقف نزيف الأسفلت	['حملة']
5683	300-4 Social Sciences	ايكويت: حملة توعوية لموظفي الشركة في ترشيد استهلاك الكهرباء والماء	['حملة']
855	000-4 Generalities	منها البذور، إذا حمي النهار، محدثة فرقعة عند انفلاق غلاف	['حمي']
5685	300-4 Social Sciences	حمي " الأسهم تنتقل الى محدودي الدخل	['حمي']
11103	400-2 Language _ A	وكلأ حمي: محمي. وحماه من الشيء وحماه إياه، أنشد سيبويه: 	['حمي']
11105	400-2 Language _ A	ويقال: إنه لمنيع الفنطيسة والفرطيسة: أي منيع الحوزة حمي الأنف.	['حمي']
11423	800-2 Literature & rhetoric _ A	خبر جده عاصم حمي الدبر	['حمي']
3435	200-2 Religion _ A	ثم الأرواح في حواصل طير تعلق في أشجار الجنة.	['حواصل']
9	000-3 Generalities _ A	الثالثة والعشرون: (ساحب سيف على صاحب حيف)	['حيف']
11425	800-2 Literature & rhetoric _ A	تباريح حب خامر القلب أو سحر	['خامر']
5687	300-4 Social Sciences	إيران: اتهامنا بالضلوع في تطورات العراق "خاو"	['خاو']
857	000-4 Generalities	ثم ختم الكتاب بحمد الله والصلاة على رسول الله.	['ختم']
5689	300-4 Social Sciences	«الإسلاميون» يزحفون إلى «التحرير» للمشاركة فى مليونية «ختم القرآن»	['ختم']
5691	300-4 Social Sciences	احتجاج مئات الناخبات بمدرسة بروض الفرج لعدم ختم الاستمارات	['ختم']
5693	300-4 Social Sciences	اختفاء ختم النسر فى ظروف غامضة	['ختم']
5695	300-4 Social Sciences	الأبيض ختم معسكره بإسقاط العين	['ختم']
5697	300-4 Social Sciences	البيطريين" تطالب بتوفير ختم اللحوم المستوردة	['ختم']
5699	300-4 Social Sciences	العثور على ختم اثري في البحرين	['ختم']
5701	300-4 Social Sciences	براج يدعو الى ختم التحقيق في جريمة اغتيال الحريري	['ختم']
859	000-4 Generalities	17 - باب: ما يقول إذا خرج من الخلاء	['خرج']
861	000-4 Generalities	ثم خرج رسول الله من عندي" .»	['خرج']
3325	200-1 Religion _ A	باب الحال التى يستحب للإمام أن يكون عليها إذا خرج.	['خرج']
5703	300-4 Social Sciences	..ويعلن تحمله مسؤولية الفشل إذا خرج «الملكي»	['خرج']
5705	300-4 Social Sciences	«الكتلة»: نصرالله خرج عن إجماع «الحوار»	['خرج']
5707	300-4 Social Sciences	ابتهجت قلوبنا طربا حين خرج خادم الحرمين سالما معافى	['خرج']
5709	300-4 Social Sciences	الاتحاد الأفريقي خرج من غياهب النسيان إلى حيز الوجود	['خرج']
5711	300-4 Social Sciences	الإنسان المعاصر خرج من أفريقيا إلى الجزيرة العربية	['خرج']
5713	300-4 Social Sciences	الأخضر الصغير خرج من آسيا مرفوع الرأس	['خرج']
5715	300-4 Social Sciences	الأهلي خرج من النفق بالمصري	['خرج']
5717	300-4 Social Sciences	البدرى: الأهلى خرج من كبوته على حساب بتروجت	['خرج']
5719	300-4 Social Sciences	التنين الصيني خرج بخفي حنين	['خرج']
5721	300-4 Social Sciences	الحربي خرج مع الفجر ولم يعد	['خرج']
5723	300-4 Social Sciences	الحمد: الفلاح خرج من مقر الشركة	['خرج']
5725	300-4 Social Sciences	الخبراء يجمعون: الأولمبي.. خرج من القاهرة	['خرج']
5727	300-4 Social Sciences	الدلال: سيكون للأغلبية موقف إذا خرج الجويهل عن النظام	['خرج']
5729	300-4 Social Sciences	الرحيلي خرج من التخصصي ولم يعد	['خرج']
5731	300-4 Social Sciences	الرومي: لو خرج الشباب من المنافسة فسيكون بفعل فاعل	['خرج']
5733	300-4 Social Sciences	النشيد الوطني خرج من الجزائر كبيرا بتلحين محمد توري"	['خرج']
5735	300-4 Social Sciences	خرج التايب فانتهت الخطورة الهلالية.	['خرج']
5737	300-4 Social Sciences	سلطاني خرج من القاعة الشرفية لمطار جنيف بحضور سفير الجزائر"	['خرج']
5739	300-4 Social Sciences	مرزوق " خرج ولم يعد منذ 70 عاما	['خرج']
11107	400-2 Language _ A	ابن دريد الشخ صوت الشخب إذا خرج من الضرع	['خرج']
11279	400-3 Language _ A	فلذلك خرج الأمر الشريف . . . . . .	['خرج']
11427	800-2 Literature & rhetoric _ A	الحسن: ابن آدم تضحك! ولعل كفنك خرج من عند القصار.	['خرج']
11723	900-2 Geography & history _ A	أن سعد بن عبادة خرج إلى الشأم فقتل بها.	['خرج']
863	000-4 Generalities	(ب) مراقبة انسحاب القوات الكورية الشمالية إلى خط العرض 38؛	['خط']
865	000-4 Generalities	1994-2005: تليكوم إيطاليا، تليكوم إيطاليا موبايل وخدمات خط المشترك الرقمي.	['خط']
867	000-4 Generalities	2012: افتتاح خط طنجة - مدريد.	['خط']
869	000-4 Generalities	34-39 شرق خط غرينتش 29-33 شمال الاستواء.	['خط']
871	000-4 Generalities	احتجاج خط أنابيب النفط في الإكوادور.	['خط']
873	000-4 Generalities	افتتاح خط طولون / كالفي: 	['خط']
875	000-4 Generalities	التقريب لحساب مسافة أفق خط البصر (على الأرض) هو: 	['خط']
877	000-4 Generalities	الحروف الموجودة على علامات خط التحميل لها المعاني التالية: 	['خط']
879	000-4 Generalities	الدول التي يمر عليها خط الاستواء.	['خط']
881	000-4 Generalities	الطرق المحتملة لاستمداد خط الخلايا الجديد.	['خط']
883	000-4 Generalities	العين - خط أنابيب غاز الفجيرة.	['خط']
885	000-4 Generalities	الفرقة الأولى لا توجد شعبة خط عربى	['خط']
887	000-4 Generalities	المحددات الاجتماعية للصحة تحت خط الفقر	['خط']
889	000-4 Generalities	المعارك الأولى والتقدم السوفيتي نحو خط مانرهايم.	['خط']
891	000-4 Generalities	الناس، خط القسط الاجتماعي في الحصيلة الثلاثية.	['خط']
893	000-4 Generalities	النمسا العليا سلمت إلى "خط التيرولي الأصغر": 	['خط']
895	000-4 Generalities	انقسم خط «راندال» نفسه إلى مجموعتين عام 1835: 	['خط']
897	000-4 Generalities	إمكانية تكبير/تصغير خط العرض سريعا.	['خط']
899	000-4 Generalities	إيمانويل غوميز لاعب كرة قدم سنغالي، يلعب في خط الوسط.	['خط']
901	000-4 Generalities	أساس وتأسيس خط السكة الحديد.	['خط']
903	000-4 Generalities	أعد خط ساخن لكوفيد-19 (536-4500) وحددت أربع مراحل: 	['خط']
905	000-4 Generalities	أفضل لاعب خط الوسط في FIFA لعام 2007	['خط']
907	000-4 Generalities	أمينو بوبا لاعب كرة قدم كاميروني في خط الدفاع .	['خط']
909	000-4 Generalities	أي جهاز مرتبط بنفس خط IRQ ثم أضفهم من جديد.	['خط']
911	000-4 Generalities	بما يتناسب مع جيب التمام من خط العرض.	['خط']
913	000-4 Generalities	تحتوي NGC 4469 على ممرات غبار تعبر خط رؤية الأرض	['خط']
915	000-4 Generalities	ترصد موجات مورتن بصفة خاصة بتتبع خط طيف بالمر-ألفا.	['خط']
917	000-4 Generalities	تصديره عبر خطوط الأنابيب (خط الغاز العربي).	['خط']
919	000-4 Generalities	تقع بلانتشارد على خط عرض 47.331202 وخط الطول -97.250777	['خط']
921	000-4 Generalities	تم اقتراح خط تحفيز إلى Siu Sai Wan.	['خط']
923	000-4 Generalities	حامد البقعاوي لاعب كرة قدم سعودي، يلعب في خط الدفاع.	['خط']
925	000-4 Generalities	حيث θ هو خط العرض المشترك (يقاس من القطبين).	['خط']
927	000-4 Generalities	خط 1: أملو - حي الفتح	['خط']
929	000-4 Generalities	خط الطباعة الأزرق – رواية 1996	['خط']
931	000-4 Generalities	خط طول = 1.8605	['خط']
933	000-4 Generalities	ذي القيمة المكافئة، وبذلك يكون «خط العرض المكافئ».	['خط']
935	000-4 Generalities	سعر خط إنتاج شيبس البليت	['خط']
937	000-4 Generalities	سوني ريدر خط قارئات الكتب الإلكترونية من إنتاج سوني	['خط']
939	000-4 Generalities	شخصيتان تخطيطيتان على خط القاعدة الخضراء	['خط']
941	000-4 Generalities	على خط التماس مع الغرب 2005	['خط']
943	000-4 Generalities	عموما، يتبع دايركت ثري دي خط معالجة بالخطوات المتسلسلة التالية: 	['خط']
945	000-4 Generalities	غرادات شرق خط جرينويتش- 300.000 متر-(90).	['خط']
947	000-4 Generalities	فصيلة Desmobathrinae - موزعة على خط طول المناطق الاستوائية وعرضها	['خط']
949	000-4 Generalities	فيما يلي خط زمني للثورة الفرنسية.	['خط']
951	000-4 Generalities	قيادة آلية إلى خط البصر	['خط']
953	000-4 Generalities	كذلك يوجد خط منتظم للحافلات يربط المطار بالمدينة تلمسان.	['خط']
955	000-4 Generalities	لاحظ وجود خط التصنيف الأخضر في الشكل 2.3.	['خط']
957	000-4 Generalities	لديها محطة على خط السكك الحديدية الإقليمي FR3 Rome-Capranica-Viterbo	['خط']
959	000-4 Generalities	للمحطة منصتان تخدمان خط تشوأو-سوبو: 	['خط']
961	000-4 Generalities	لهذا، يكون طول أقصى خط قطري أو الانحراف: 	['خط']
963	000-4 Generalities	متوسط خط الطول من الشمس وتصحيحاللزيغ الضوئي: 	['خط']
965	000-4 Generalities	محطة لوكان للسكك الحديدية تعد آخر محطة في خط ثامسهافن.	['خط']
967	000-4 Generalities	مرت النمسا العليا إلى خط التيرولي الأصغر: -	['خط']
969	000-4 Generalities	مزايا النقل بواسطة خط أنابيب.	['خط']
971	000-4 Generalities	معاذ الريمي لاعب كرة قدم يمني يلعب في خط الوسط.	['خط']
973	000-4 Generalities	موقعها 52° 16'خط عرض و 10° 31' خط طول.	['خط']
975	000-4 Generalities	هذا خط زمني لمنظمة التجارة العالمية (WTO).	['خط']
977	000-4 Generalities	والأسماء التي تحتها خط أسماء لأماكن.	['خط']
979	000-4 Generalities	وتحتوي NGC 882 على خط هيدروجين عريض.	['خط']
981	000-4 Generalities	وعند رسمه نحصل على خط مستقيم مواز لمحور السينات .	['خط']
983	000-4 Generalities	وقت ارمينيا زيادة عن وقت خط غرينيتش بأربع ساعات.	['خط']
985	000-4 Generalities	وليد سحاري لاعب كرة قدم سعودي ، في خط الدفاع.	['خط']
987	000-4 Generalities	ومن خط ابن حجة قوله: 	['خط']
989	000-4 Generalities	وهي المنطقة الوحيدة المرتفعة على خط الحجاز.	['خط']
991	000-4 Generalities	ويتم حساب خط العرض المكافئ من الدوامية المحتملة،	['خط']
993	000-4 Generalities	ويكون للمنحنى خط تقارب عند formula_43.	['خط']
995	000-4 Generalities	يتبع خط الحدود النقاط المذكورة أدناه: 	['خط']
997	000-4 Generalities	يستعمل لكتابة اللغة المحلية خط تانة.	['خط']
999	000-4 Generalities	يصل خط السكة الحديد إلي أمباتو.	['خط']
1001	000-4 Generalities	يقسم خط الثلث إلى ثلاثة أنواع: 	['خط']
1003	000-4 Generalities	يلعب في خط الوسط / فوروارد.	['خط']
1005	000-4 Generalities	يمر خط أوداكيو للقطارات في محطة إسيهارا.	['خط']
1007	000-4 Generalities	يوجد خط إطفاء حريق بالكامل محاط بالميناء من جميع الجوانب.	['خط']
5741	300-4 Social Sciences	(19468) خط ساخن للاطمئنان على الحجاج	['خط']
