م	Collective File Name	Context	Ambigous
5626	300-4 Social Sciences	إتحاد العمال" ينشر حصيلة "إيجابية" للإنجازات الاجتماعية خلال حكم بوتفليقة	['حصيلة']
11098	400-2 Language _ A	الكسائي: كميء الرجل: إذا حفي وعليه نعل.	['حفي']
11100	400-2 Language _ A	وكمئ الرجل كمأ: حفي وعليه نعل.	['حفي']
844	000-4 Generalities	82- «حلف الريو»، منشور في هيئة الموسوعة العربية، المجلد الثامن.	['حلف']
848	000-4 Generalities	كلا البلدين عضو في منظمة حلف شمال الأطلسي (الناتو).	['حلف']
846	000-4 Generalities	تداعي النظام القاجاري وتشكل حلف السعادة.	['حلف']
5640	300-4 Social Sciences	أوروبا القديمة" تؤجل انضمام جورجيا وأوكرانيا إلى حلف الأطلسي	['حلف']
5638	300-4 Social Sciences	الدستورية العليا": لم يتم إخطارنا بموعد حلف اليمين للرئيس المنتخب	['حلف']
5634	300-4 Social Sciences	«الهجمات الغادرة» للأفغان تدق ناقوس الخطر لدى حلف الأطلسي	['حلف']
5632	300-4 Social Sciences	«الدستورية العليا» تعقد «عمومية طارئة» لبحث حلف «مرسى» اليمين	['حلف']
5636	300-4 Social Sciences	الاشتراكيين الثوريين" تدعو لإنقاذ الثورة من حلف الإخوان والفلول	['حلف']
11942	900-3 Geography & history _ A	اثنان قد ذهبا فبورك فيهما*عمر الخليفة ثم حلف السؤدد	['حلف']
3432	200-2 Religion _ A	باب فدية من حلق قبل أن ينحر.	['حلق']
5642	300-4 Social Sciences	11078 طالبا وطالبة في 203 حلق تحفيظ بتبوك	['حلق']
5646	300-4 Social Sciences	الهلال تألق وبنقاط الأهلي حلق	['حلق']
5650	300-4 Social Sciences	كشاش الحمام يفهم على الطير مهما حلق عاليا	['حلق']
5648	300-4 Social Sciences	تجنيد المنصورة" تحيل 3 شباب للنيابة العسكرية رفضوا حلق لحاهم	['حلق']
5644	300-4 Social Sciences	السلفيون فى حلق الإخوان (2-2)	['حلق']
11420	800-2 Literature & rhetoric _ A	حلق الذكر رياض الجنة .	['حلق']
850	000-4 Generalities	لغة: مصدر للفعل (حلل) وهو جعل الشي حلالا.	['حلل']
5654	300-4 Social Sciences	جميع الكون فى حلل البهاء لمولده تسربل فى ازدهاء	['حلل']
5652	300-4 Social Sciences	الزلفي تتوشح حلل الوطن فرحة بيومه المجيد	['حلل']
11322	500-600-2 Mathematics, Natural & Applied Sciences _ A	المزرنجوش متى ضمد مع عسل حلل آثار الدم الميت .	['حلل']
852	000-4 Generalities	بسمر القنا والبيض أدمعها حمر	['حمر']
3324	200-1 Religion _ A	باب إباحة أكل لحوم حمر الوحش.	['حمر']
5660	300-4 Social Sciences	كأنهم حمر مستنفرة فرت من قسورة	['حمر']
5658	300-4 Social Sciences	أربعة خطوط حمر إسرائيلية في التفاوض مع الفلسطينيين	['حمر']
5656	300-4 Social Sciences	«الكتلة»: واجب القوى المسلحة عدم الوقوف عند خطوط حمر	['حمر']
5662	300-4 Social Sciences	متطوعات الزمالك من غير «أبيض وخطين حمر»: نزلنا نحمى أصواتنا	['حمر']
11102	400-2 Language _ A	ابن السكيت: القلهبسة من حمر الوحش: المسنة، والذكر قلهبس.	['حمر']
854	000-4 Generalities	الجهلاء أنواع ودرجات، وأكثرهم ضرارا حملة الشهادات العليا.	['حملة']
5672	300-4 Social Sciences	التجارى الدولى" يعلن إطلاق حملة جديدة فى قطاع البطاقات الائتمانية	['حملة']
5664	300-4 Social Sciences	CNNArabic.com - Facebook: حملة تعارض العادة السرية	['حملة']
5670	300-4 Social Sciences	البيئة" تشن حملة على الشيشة فى رمضان	['حملة']
5668	300-4 Social Sciences	اتصالات مصر" تنظم أكبر حملة لتشجيع المنتخب	['حملة']
5680	300-4 Social Sciences	الصناعات الغذائية" تطلق حملة لمكافحة اللبن "السايب"	['حملة']
5684	300-4 Social Sciences	حملة "إرحمونا" ضد "العري" في مصر	['حملة']
5666	300-4 Social Sciences	mtc touch" تطلق حملة إعلانية تحيي فيها الإعلام اللبناني	['حملة']
5674	300-4 Social Sciences	التضامن" تبدأ حملة ضد مخالفات المخابز بالدقهلية	['حملة']
5676	300-4 Social Sciences	الجماعة" تقدم معونات في الشمال وتنظم حملة تنظيف في بيروت	['حملة']
5682	300-4 Social Sciences	الهلال الأحمر" بالأقصر تنظم حملة للتبرع لغزة	['حملة']
5678	300-4 Social Sciences	السياحة " تطلق حملة " 10 أيام سياحة واستجمام"	['حملة']
11422	800-2 Literature & rhetoric _ A	أشراف أمتي حملة القرآن، وأصحاب الليل .	['حملة']
3434	200-2 Religion _ A	فيقال حمي ظهره ويخلى اتفقوا جميعا على ذلك	['حمي']
11104	400-2 Language _ A	ومن المجاز: حمي الوطيس إذا اشتدت الحرب. وتواطست الأمواج: تلاطمت.	['حمي']
11424	800-2 Literature & rhetoric _ A	ومن أخرى: حمي وطيسها، واعتبطت نفوسها.	['حمي']
11722	900-2 Geography & history _ A	يا أيها الشبل المعفر بعدما حمي العرين به وعز الغاب	['حمي']
11944	900-3 Geography & history _ A	الآن حمي الوطيس، والتف الخميس بالخميس.	['حمي']
11278	400-3 Language _ A	الجملة الثانية في حواصل الخليفة وهي على خمسة أنواع	['حواصل']
5686	300-4 Social Sciences	في أرض ما فيها حيف	['حيف']
11106	400-2 Language _ A	والحائف من الجبل: بمنزلة حافته، وجمعه: حيف.	['حيف']
5688	300-4 Social Sciences	لجنة صديقي منشغلة بجمع التقارير ومقرها الوطني خاو على عروشه	['خاو']
856	000-4 Generalities	39- (مرويات دعاء ختم القرآن الكريم) جزء.	['ختم']
858	000-4 Generalities	ختم بمسألة خامسة في قول من أبطل الصلاة بالرفع.	['ختم']
5690	300-4 Social Sciences	209ناجحين في اختبارات ختم القرآن الكريم بجدة	['ختم']
5696	300-4 Social Sciences	الأصالة" يشارك فى مليونية ختم القرآن لتأييد "مرسى"	['ختم']
5700	300-4 Social Sciences	امسك تزوير": تأخر القضاة وعدم ختم البطاقات أبرز انتهاكات الاستفتاء	['ختم']
5698	300-4 Social Sciences	الحرية والعدالة" يدعو لمليونية ختم القرآن وتأييد قرارات الرئيس	['ختم']
5694	300-4 Social Sciences	الإخوان" تعلن مشاركتها فى مليونية ختم القرآن وتأييد الرئيس	['ختم']
5692	300-4 Social Sciences	اختفاء "ختم اتحاد الطائرة" يهدد معسكر الأهلى فى قطر	['ختم']
10	000-3 Generalities _ A	خرج السيوطي أحاديثه وسماه: (العناية)	['خرج']
860	000-4 Generalities	أخبار بعض الغزوات التي خرج فيها.	['خرج']
3436	200-2 Religion _ A	الاقتراف: الكسب؛ تقول العرب: خرج فلان يقترف أهله.	['خرج']
5702	300-4 Social Sciences	* نور خرج ولم يعد	['خرج']
5704	300-4 Social Sciences	«البافانا بافانا» خرج بالكبرياء وعشق المشجعين	['خرج']
5712	300-4 Social Sciences	الأحمدي خرج منذ 41عاما ولم يعد!	['خرج']
5714	300-4 Social Sciences	الأهرام: البلطجي عمرو فهيم خرج عن الروح الرياضية	['خرج']
5716	300-4 Social Sciences	الباشا خرج للمعاش نقيبا لكنه يرقي نفسه مع دفعته	['خرج']
5728	300-4 Social Sciences	الدوسري خرج عن صمته المعهود	['خرج']
5724	300-4 Social Sciences	الحمدان: الإنجاز النهضاوي خرج من رحم المعاناة	['خرج']
5734	300-4 Social Sciences	الهلال خرج من البطولة بصافرة	['خرج']
5722	300-4 Social Sciences	الحسين خرج للإصلاح.. ومنع الفوضى	['خرج']
5726	300-4 Social Sciences	الخرافي: البراك خرج عن الصدق والأمانة	['خرج']
5706	300-4 Social Sciences	«المزايا»: العقار البحريني خرج بأقل الخسائر في 2009	['خرج']
5730	300-4 Social Sciences	الرقابة ترفض 6 سيناريوهات خرج كتابها عن المألوف	['خرج']
5736	300-4 Social Sciences	خرج جميع من في الملعب من مدربين ولاعبين	['خرج']
5732	300-4 Social Sciences	الكوري تشو" خرج من عزلته إلى القتل!	['خرج']
5740	300-4 Social Sciences	نور خرج من المعسكر لزيارة أخته فقط	['خرج']
5710	300-4 Social Sciences	الإصلاحيون: قطار الحكومة خرج عن سكته	['خرج']
5720	300-4 Social Sciences	الجندي المحترق خرج على مسؤوليته	['خرج']
5718	300-4 Social Sciences	التكريمات أغضبت الكثيرين وبلومي خرج غاضبا ولم يكمل الحفل	['خرج']
5708	300-4 Social Sciences	استبيان شباب الأعمال عن «مستقبل مصر» خرج ولم يعد	['خرج']
5738	300-4 Social Sciences	ماذا لو خرج أحدهم من أسوار الجماعة؟	['خرج']
11324	500-600-2 Mathematics, Natural & Applied Sciences _ A	والنفوح التي إذا مشت خرج لبنها من خلفها.	['خرج']
11426	800-2 Literature & rhetoric _ A	1257 - خرج نازعا يده	['خرج']
862	000-4 Generalities	وصفها "ابن الوردي" في كتابه "خريدة العجائب وفريدة الغرائب" فقال: 	['خريدة']
864	000-4 Generalities	1. عن طريق الاستطلاع الهيدروجرافي للمياه قرب خط الساحل	['خط']
866	000-4 Generalities	2. خط: شكل أحادي البعد.	['خط']
868	000-4 Generalities	2014: افتتاح خط الدار البيضاء - انجامينا.	['خط']
992	000-4 Generalities	ويتوفر خط للنقل الجامعي إلى جامعة البويرة.	['خط']
900	000-4 Generalities	أحمد الخضير لاعب كرة قدم سعودي، يلعب في خط الهجوم.	['خط']
942	000-4 Generalities	عمرو البار لاعب كرة قدم سعودي، يلعب في خط الدفاع.	['خط']
986	000-4 Generalities	ومن الأمثلة على ذلك خط مترو لندن .	['خط']
980	000-4 Generalities	وعند تحديد خط الفقر ، هناك اتجاه عام يميل إلى: 	['خط']
910	000-4 Generalities	بالحافلة: خط المدينة من المحطة 1، سيريمبان إلى كوالا كلاوانج	['خط']
972	000-4 Generalities	معبر خط وقف إطلاق النار.	['خط']
946	000-4 Generalities	غزاة قبر تشاومونت، هو الهوكي الرول على خط والهوكي النادي.	['خط']
872	000-4 Generalities	اختيارات لأفضل لاعب أو لاعب خط وسط.	['خط']
876	000-4 Generalities	التورمات الشائعة أمام خط الوسط هي: 	['خط']
912	000-4 Generalities	بناء خط أنابيب المياه باكو شولار.	['خط']
984	000-4 Generalities	ولد ملعون. يشغل خط الهاتف مرة أخرى. جميعهم متماثلون.	['خط']
884	000-4 Generalities	الفرق في خط العرض الجيوديسي: 25° 20′ 08.29″	['خط']
930	000-4 Generalities	خط المشترك الرقمي	['خط']
944	000-4 Generalities	عيوب النقل بواسطة خط أنابيب: 	['خط']
918	000-4 Generalities	تقسيم قطعة من خط مستقيم إلى أجزاء متساوية.	['خط']
898	000-4 Generalities	إنشاء خط هاتفي في جمعية (ساندز).	['خط']
956	000-4 Generalities	لاعب خط الوسط المهاجم الكاذب.	['خط']
950	000-4 Generalities	قتال عبر خط عرض 38 شمال.	['خط']
978	000-4 Generalities	وأخيرا، فإن خط طول مسار الشمس هو: 	['خط']
960	000-4 Generalities	له الكثير من المؤلفات منها: خط وأبحاث وترجمات: 	['خط']
908	000-4 Generalities	أنه واحد من أروع لاعبي خط الوسط في أوروبا	['خط']
974	000-4 Generalities	نعطي هنا بعض المدن الشهيرة وموقعها على خط الطول الجغرافي: 	['خط']
886	000-4 Generalities	المتوسط التاريخي لإنتاج الطاقة الكهرمائية السنوية (خط الأساس): .	['خط']
982	000-4 Generalities	وفي عام 1856 تم افتتاح خط فرعي إلى أوكسبريدج،	['خط']
948	000-4 Generalities	في 2006، ضم خط إنتاج خوادم مايكروسوفت الخوادم التالية: 	['خط']
924	000-4 Generalities	حوادث خط وقف إطلاق النار الإسرائيلي-السوري خلال الحرب الأهلية السورية	['خط']
988	000-4 Generalities	ومن على جانبي خط حديد موساميدس، سيربابوينت،	['خط']
994	000-4 Generalities	ويمر بها خط البطحاء المتوجه من الخرج إلى الإمارات	['خط']
870	000-4 Generalities	Loc = خط طول المنطقة .	['خط']
890	000-4 Generalities	المقال الرئيسي: خط الخلافة الرئاسي البرازيلي	['خط']
928	000-4 Generalities	خط الحريق الرئيسي (مياه)	['خط']
894	000-4 Generalities	انفجار خط أنابيب المكسيك 2019	['خط']
958	000-4 Generalities	لعب مبارك في الرفاع الشرقي في خط الوسط.	['خط']
966	000-4 Generalities	محمد عبد العزيز جعيط واصل في خط الشيخ سالم بوحاجب.	['خط']
940	000-4 Generalities	على خط الأعداد، توزع الأعداد الصحيحة كما يلي: 	['خط']
916	000-4 Generalities	تشغيل خط الدرفلة الثاني لمصنع السويس للصلب.	['خط']
904	000-4 Generalities	أعراض أخرى – خط اليد	['خط']
1006	000-4 Generalities	ينقسم خط التعليق الفارسي إلى ثلاثة أنواع: 	['خط']
914	000-4 Generalities	تحليل الشخصية عن طريق خط اليد	['خط']
968	000-4 Generalities	مركز اللعب: خط وسط مهاجم	['خط']
880	000-4 Generalities	السكان الذين يعيشون تحت خط الفقر: 46.3٪ (تقديرات عام)	['خط']
926	000-4 Generalities	خسائر الاستغناء عن خط الإنتاج 400000	['خط']
964	000-4 Generalities	محطة للسكك الحديدية على خط السكة الحديد في روما-فورميا-نابولي	['خط']
896	000-4 Generalities	إعادة توصيل طريق عبور خط ترسيم الحدود العسكرية.	['خط']
970	000-4 Generalities	مستلات الأرز خط زراعة الصواني الألية	['خط']
936	000-4 Generalities	سنهور القبلية استكمال خط الصرف الصحى للمناطق المحرومة	['خط']
874	000-4 Generalities	التحويل الصحي لمناطق جنوب خط العرض 60 لعام 1988.	['خط']
938	000-4 Generalities	سيرجيو مورينو لاعب كرة قدم بنمي، يلعب في خط الهجوم.	['خط']
920	000-4 Generalities	تلوح بأطراف البضيع كأنـهـا---كتاب زبور خط لدنا عسيبهـا	['خط']
962	000-4 Generalities	مباحثات إعادة تفعيل خط قطار طولكرم.	['خط']
892	000-4 Generalities	النسخة العربية من خط هلفتيكا.	['خط']
878	000-4 Generalities	الخط الصيني به سمات تشابه كثيرة مع خط المحقق.	['خط']
1000	000-4 Generalities	يغطي خط إنتاج الشركة الأنظمة التالية: 	['خط']
1004	000-4 Generalities	يمثل العلم موقع جزيرة ناورو تحت خط الاستواء.	['خط']
934	000-4 Generalities	رقم الرحلة لا تزال الشركة تستخدمه في خط مانيلا-طوكيو-لوس أنجلوس.	['خط']
990	000-4 Generalities	ويبدأ خط الطول المجري من مركزها	['خط']
882	000-4 Generalities	العصر الذهبي في خط المجتمعات الزمني.	['خط']
954	000-4 Generalities	كما أنخط عرض مسار الشمسهو: 	['خط']
902	000-4 Generalities	أطول خط مستقيم: 564 م	['خط']
888	000-4 Generalities	المراحل الرئيسية لتشييد خط ماجينو.	['خط']
906	000-4 Generalities	أقرب محطة هي محطة شيبويا على خط Yamanote.	['خط']
1002	000-4 Generalities	يقع الميناء عند خط الطول 12.07.5 وخط العرض 32.55	['خط']
996	000-4 Generalities	يتضمن خط السير التقليدي لرحلات الإقامة الكاملة على المركب: 	['خط']
998	000-4 Generalities	يشهد الواضعان خط يدهما أسفله	['خط']
976	000-4 Generalities	هناك محطة لسكة الحديد في كارافاجيو على خط تريفيجليو-كريمونا .	['خط']
952	000-4 Generalities	كان هناك أكثر من 900 خط حافلات في المدينة .	['خط']
922	000-4 Generalities	تنسيق خط الويب المفتوح (WOFF).	['خط']
932	000-4 Generalities	خط طول صفر هو عبارة عن: 	['خط']
5742	300-4 Social Sciences	*سأسعى لتحسين خط الدفاع قبل الهلال	['خط']
5744	300-4 Social Sciences	19468" خط ساخن للإبلاغ عن تجاوزات مستودعات الغاز	['خط']
5746	300-4 Social Sciences	81% من الفلسطينيين يعيشون تحت خط الفقر"	['خط']
5752	300-4 Social Sciences	اتفاق تاريخي بلغاري - يوناني - روسي لإنشاء خط أنابيب	['خط']
5774	300-4 Social Sciences	اصطدام قطار الركاب بسيارة عالقة على خط الرياض - الدمام	['خط']
5886	300-4 Social Sciences	خط أحمر لبعض الناس	['خط']
5836	300-4 Social Sciences	الرامغافار" يؤكد التزامه خط الشهيد والتحالف معه	['خط']
5812	300-4 Social Sciences	الأهلي يدخل على خط البطولات	['خط']
5802	300-4 Social Sciences	الأسد يقطع «خط الإمداد» عن ثوار جنوب دمشق	['خط']
5822	300-4 Social Sciences	البرعى": حقوق العمالة المصرية بالخارج خط أحمر	['خط']
5834	300-4 Social Sciences	الحمبولى" خط الصعيد يطالب بحقه فى حضور جلسات المحكمة	['خط']
5788	300-4 Social Sciences	الاتفاق والأهلي على خط واحد في العودة للأرشيف	['خط']
5866	300-4 Social Sciences	أميانتيت" تفوز بعقد خط أنابيب لنقل مياه تبوك	['خط']
5762	300-4 Social Sciences	استثمار /140/ ألف خط هاتفي	['خط']
5796	300-4 Social Sciences	الإعلان عن «حالة حب» خط أحمر	['خط']
5786	300-4 Social Sciences	الاتصالات الدبلوماسية العربية تتكثف على خط بيروت دمشق	['خط']
5828	300-4 Social Sciences	التجارة العربية" يمنح "المركزى" خط ائتمان بـ 65 مليون دولار	['خط']
5778	300-4 Social Sciences	اعتقال أربعة متشددين وتفجير خط للسكك الحديدية في باكستان	['خط']
5824	300-4 Social Sciences	البلاك بلوك" يقطعون خط مترو الأنفاق بمحطة "السادات"	['خط']
5806	300-4 Social Sciences	الأقنعة الزرقاء».. خط الدفاع الأول لمجابهة انفلونزا الخنازير	['خط']
5870	300-4 Social Sciences	بيبلوس" يوقع خط ائتمان مع برنامج تمويل التجارة العربية	['خط']
5858	300-4 Social Sciences	انهيار الأسفلت في فيصلية الدمام بسبب انفجار خط للصرف الصحي	['خط']
5768	300-4 Social Sciences	استكمال خط الجر الرابع من جبلة إلى اللاذقية	['خط']
5760	300-4 Social Sciences	ازدحام على خط السيدة زينب وخربة الشياب خارج التغطية	['خط']
5756	300-4 Social Sciences	احتواء انفجار خط الصرف الصحي بالعمران	['خط']
5830	300-4 Social Sciences	التحلية "تعيد خط مياه الشعيبة الرئيسي للعمل بعد إصلاحه	['خط']
5868	300-4 Social Sciences	بنات مصر خط أحمر" تنظم ورش تدريبية لمواجهة التحرش	['خط']
5842	300-4 Social Sciences	الكهرباء" تعيد تركيب خط التوتر العالي في الضنية	['خط']
5784	300-4 Social Sciences	الاتحاد للطيران" تحتفل بتدشين أول خط لها الى جوهانسبرغ	['خط']
5766	300-4 Social Sciences	استقالة فياض..الرئاسة الفلسطينية تلتزم الصمت وواشنطن تدخل على خط الأزمة	['خط']
5876	300-4 Social Sciences	جاسكو" تصلح خط أنابيب الغاز بطريق السويس الإسماعيلية	['خط']
5880	300-4 Social Sciences	جاسكو": السيطرة على حريق خط العريش لعدم وجود غاز بالأنابيب	['خط']
5810	300-4 Social Sciences	الأندية الألمانية ترفض تقنيات خط المرمى	['خط']
5874	300-4 Social Sciences	ثورة جياع" تقرع أبواب مصر.. وحمل السلاح خط أحمر	['خط']
5864	300-4 Social Sciences	إن اعترضت مسكوك خط مكة السريع!	['خط']
5832	300-4 Social Sciences	التنمية الصناعية" توافق على إنشاء خط جديد لشركة "كيما"	['خط']
5798	300-4 Social Sciences	الإيرانية" تسير رحلة ثالثة على خط طهران ـ دمشق	['خط']
5794	300-4 Social Sciences	الإذاعة الإسرائيلية: مصر تشدد إجراءاتها الأمنية على خط غاز سيناء	['خط']
5882	300-4 Social Sciences	جاسكو": تعويضات لمزارع الزيتون المتضررة من تفجير خط الغاز	['خط']
5878	300-4 Social Sciences	جاسكو": الانتهاء من عمليات إصلاح خط غاز إسرائيل خلال أيام	['خط']
5884	300-4 Social Sciences	جاسكو": مجهولون وراء تفجير خط الغاز ونسعى لإصلاحه	['خط']
5840	300-4 Social Sciences	القدس خط أحمر" كتاب جديد عن "قصور الثقافة"	['خط']
5800	300-4 Social Sciences	الأردن يدخل خط المنافسة لاستقطاب السياح الجزائريين	['خط']
5890	300-4 Social Sciences	مقاتلات كورية شمالية تخترق خط المعارك مع الشطر الجنوبى	['خط']
5758	300-4 Social Sciences	ارتفاع أسعار النفط بعد هجوم على خط أنابيب عراقي	['خط']
5780	300-4 Social Sciences	اقتصادية الشعب: شركات الدواء "خط أحمر"	['خط']
5816	300-4 Social Sciences	البترول تضاعف جهودها لتنفيذ خط غاز الصعيد	['خط']
5818	300-4 Social Sciences	البترول" تقرر تزويد خط الغاز بكاميرات مراقبة لمواجهة التفجيرات	['خط']
5862	300-4 Social Sciences	إصلاح 1200 خط هاتفي وتوفير المياه والخبـز للعـائدين لمدينة القصير	['خط']
5860	300-4 Social Sciences	إحلال خط مياه جديد لحي البادية بالدمام	['خط']
5772	300-4 Social Sciences	استئناف حركة القطارات على خط الزقازيق الإسماعيلية	['خط']
5820	300-4 Social Sciences	البحث عن مجهولين قاموا بكسر خط السولار تمهيدا لسرقته بسوهاج	['خط']
5848	300-4 Social Sciences	المصل واللقاح" تجهز أول خط إنتاج للقاح أنفلونزا الطيور	['خط']
5770	300-4 Social Sciences	استهداف خط لنقل النفط بعبوة ناسفة في محافظة "دير الزور"	['خط']
5846	300-4 Social Sciences	المصرية للاتصالات" تعيد الخدمة لـمليون و300 ألف خط استقبال	['خط']
5852	300-4 Social Sciences	امكانية قراءة كروت البزنس والتعرف على خط اليد والصوت.	['خط']
5838	300-4 Social Sciences	الصندوق الاسود" لتأمين ركاب القطار على خط الرياض ـ الدمام	['خط']
5754	300-4 Social Sciences	احتراق خط التوزيع ـ كفررمان يضاعف التقنين بمنطقة النبطية	['خط']
5790	300-4 Social Sciences	الانتهاء من إصلاح خط الغاز وإعادة الضخ لمنازل العريش غدا	['خط']
5782	300-4 Social Sciences	اكتمال بناء أول خط مترو بدبي في 25 إبريل المقبل	['خط']
5826	300-4 Social Sciences	البيئة" تتعاون مع "الرى" لإنشاء خط صرف صحى وصناعى	['خط']
5844	300-4 Social Sciences	اللبنانية الديموقراطية": التطاول على الجيش وقوى الأمن خط أحمر	['خط']
5750	300-4 Social Sciences	اتحاد الفلاحين يدخل على خط توفير الأعلاف	['خط']
5776	300-4 Social Sciences	اعتزال لاعب خط الوسط الأرجنتيني ريدوندو	['خط']
5804	300-4 Social Sciences	الأعلى للصحافة" يدين اعتداءات الكاتدرائية.. ويؤكد: الدم المصرى خط أحمر	['خط']
5808	300-4 Social Sciences	الأمم المتحدة: 57 % من الفلسطينيين تحت خط الفقر	['خط']
5764	300-4 Social Sciences	استخدام تقنية خط المرمى في كأس العالم 2014	['خط']
5814	300-4 Social Sciences	الآلاف يهتفون "كبر كبر.. المساجد خط أحمر" بالقائد إبراهيم بالإسكندرية	['خط']
5748	300-4 Social Sciences	ابنة توم كروز تطلق خط أزياء	['خط']
5850	300-4 Social Sciences	النقل": 200 مليون جنيه لتشغيل خط الفردان - بئر العبد	['خط']
5792	300-4 Social Sciences	الإجماع.. كوسيلة للتعطيل خط للممانعة من الدوحة إلى بيروت	['خط']
5888	300-4 Social Sciences	علة النصر في خط الهجوم	['خط']
5854	300-4 Social Sciences	انتهاك الدستور مرفوض.. والحريات خط أحمر	['خط']
5856	300-4 Social Sciences	انقطعت المياه عن المستشفى بسبب خط مياه المستشفى؟	['خط']
5872	300-4 Social Sciences	تحلية المياه" تصلح خط أنابيب بريدة	['خط']
11724	900-2 Geography & history _ A	[كأنما قد خط بالمسك في خديه للعذال أعذارا]	['خط']
1008	000-4 Generalities	1. التأكد من وجود خطر.	['خطر']
1012	000-4 Generalities	الارتباط مع خطر وفيات القلب والأوعية الدموية.	['خطر']
1010	000-4 Generalities	ارتفاع خطر تمزق الرحم اثناء الحمل في وقت لاحق.	['خطر']
5892	300-4 Social Sciences	«البيئة»: المبنى خطر على صحة الموظفين.. فمتى يتحرك المسؤولون؟	['خطر']
5894	300-4 Social Sciences	6/6 يطرح خطر المخدرات الليلة	['خطر']
5970	300-4 Social Sciences	ألف عشاء" للتوعية من خطر الألغام	['خطر']
5926	300-4 Social Sciences	الجزيرة": حياة مراسلنا عبد الله الشامي في مصر في خطر	['خطر']
5930	300-4 Social Sciences	الزيات" يحذر من خطر النخبة على تهديد الثورة	['خطر']
5980	300-4 Social Sciences	خطر كهربائي " يتربص بأهالي المركز	['خطر']
5942	300-4 Social Sciences	المحامين العرب" يدعو لإنجاز مصالحة فلسطينية لمواجهة خطر الاستيطان	['خطر']
5954	300-4 Social Sciences	انتبهوا وزارة الصحة في خطر	['خطر']
5916	300-4 Social Sciences	الإخوان" يرفضون اتهام مبارك بأنهم خطر على مصر	['خطر']
5958	300-4 Social Sciences	إجهاد الأطفال نفسيا يزيد خطر إدمانهم على التدخين	['خطر']
5904	300-4 Social Sciences	ازدحامات شارع المغيرة بن شعبة خطر يواجه طالبات صفوى	['خطر']
5982	300-4 Social Sciences	كورونا خطر غير مسبوق يهدد العالم العربي	['خطر']
5920	300-4 Social Sciences	الأطباء": حياة "الإخوان" بسجن المرج فى خطر	['خطر']
5918	300-4 Social Sciences	الأرباح" تنعش "الأحمر" واستمرار الانخفاض يضع الأسهم في خطر	['خطر']
5944	300-4 Social Sciences	المصرية للتمويل": نظام "الشورت سيلينج" خطر على البورصة والمستثمرين	['خطر']
5900	300-4 Social Sciences	احتياطيات مصر النفطية فى خطر	['خطر']
5966	300-4 Social Sciences	إنجى الكاشف تكتب: الباعة الجائلون خطر يهدد الإسكندرية	['خطر']
5912	300-4 Social Sciences	الابتسامة المزيفة خطر على الصحة	['خطر']
5936	300-4 Social Sciences	الفاو": خطر انفلونزا الطيور ما زال قائما في الدول العربية	['خطر']
5928	300-4 Social Sciences	الخليجي يضع إطارا لمواجهة خطر التلوث النووي	['خطر']
5932	300-4 Social Sciences	الصحة بالقليوبية": استمرار الطوارئ لحين الانتهاء من خطر التيفويد	['خطر']
5906	300-4 Social Sciences	استخبارات: الايطاليون في العراق يواجهون خطر التعرض لهجمات	['خطر']
5952	300-4 Social Sciences	الهرولة" تقلل خطر الإصابة بأمراض القلب والسكر	['خطر']
5948	300-4 Social Sciences	المؤبد" لمسجل خطر فصل رأس "الشيخ" عن جسده	['خطر']
5956	300-4 Social Sciences	انخفاض «التستوستيرون» يزيد خطر الإصابة بالزهايمر	['خطر']
5946	300-4 Social Sciences	المعسل" ودنيا البنات خطر داهم!	['خطر']
5908	300-4 Social Sciences	اسمي ليس في خطر لأن برنامجي توافقي	['خطر']
5924	300-4 Social Sciences	البلاي ستيشن» و خطر الإصابة بالصرع	['خطر']
5902	300-4 Social Sciences	احمي طفلك من خطر البدانة	['خطر']
5934	300-4 Social Sciences	الصهيونية الدينية" تواجه خطر الانهيار الاقتصادى بسبب الأزمة العالمية	['خطر']
5962	300-4 Social Sciences	إعادة 10 سيارات سرقها «خطر» ..والشرطة تبحث عن شريكه	['خطر']
5964	300-4 Social Sciences	إكليل الجبل" تقلل خطر الإصابة بالسرطان	['خطر']
5972	300-4 Social Sciences	أنقذونا ... نحن في خطر"	['خطر']
5898	300-4 Social Sciences	اجتهادات علمية لمواجهة خطر انفلونزا الطيور	['خطر']
5974	300-4 Social Sciences	تدبيس" المعدة خطر على من يعانون السمنة	['خطر']
5976	300-4 Social Sciences	تطعيس" خطر علي جبل الشعبة	['خطر']
5914	300-4 Social Sciences	الائتلافية: الأزمات المتكررة في الجامعة.. مؤشر خطر	['خطر']
5922	300-4 Social Sciences	الأوروبي يحاول درء خطر قوانين أميركية ضد إيران	['خطر']
5938	300-4 Social Sciences	الفيديو".. خطر آخر غير الجاني على "5،2" مليون ضحية سنويا؟!	['خطر']
5910	300-4 Social Sciences	اعتقلا لأنهما خطر على القروش	['خطر']
5896	300-4 Social Sciences	Trend Micro"تحذر الشركات من خطر الفيروسات	['خطر']
5940	300-4 Social Sciences	الكركم" يخفض خطر الإصابة بالسرطان والزهايمر والجلطة الدماغية	['خطر']
5978	300-4 Social Sciences	توأم" إيهاب توفيق فى خطر	['خطر']
5968	300-4 Social Sciences	إننا في خطر الإصابة بداء السكري	['خطر']
5960	300-4 Social Sciences	إضعاف الجيش.. الشعب وقواته المسلحة.. خطر الصدام	['خطر']
